index,start_time,end_time,speaker,original_telugu,transliteration
2108,"01:41:42,047","01:41:42,547",speaker_9,అదే ఇప్పుడు,adhe ippudu
2109,"01:41:43,207","01:41:44,458",speaker_9,నీ పిల్లాడికి డైపర్ మార్చిస్తూ,nee pillaadiki diaper maarchisthoo
2110,"01:41:44,948","01:41:45,758",speaker_9,Joker అని ఏడిపిస్తున్నావు.,Joker ani yedipisthunnaavu.
2111,"01:41:46,847","01:41:47,747",speaker_9,ఏం మనిషివే నువ్వు,yem manishive nuvvu
2112,"01:41:48,207","01:41:48,557",speaker_9,ఛీ.,chee.
2113,"01:41:52,328","01:41:53,467",speaker_39,గగన్ నన్ను love చేశాడా?,gagan nannu love cheshaadaa?
2114,"01:41:53,868","01:41:54,247",speaker_9,అవునే.,avune.
2115,"01:41:54,807","01:41:55,627",speaker_9,వాడు నిన్ను love చేశాడు.,vaadu ninnu love cheshaadu.
2116,"01:41:56,608","01:41:57,807",speaker_9,వాడు నిన్ను reject చేయడం తప్పే.,vaadu ninnu reject cheyadam thappe.
2117,"01:41:58,386","01:41:59,868",speaker_9,బదులుగా నువ్వు కూడా వాడిని reject చేసిపో.,badhulugaa nuvvu koodaa vaadini reject chesipo.
2118,"01:42:00,256","01:42:02,396",speaker_9,అది వదిలేసి వాడిని use and throw couple లా use చేసుకునే rights,adhi vadhilesi vaadini use and throw couple laa use chesukune rights
2119,"01:42:02,447","01:42:03,087",speaker_9,ఎవరు ఇచ్చారు నీకు?,yevaru ichhaaru neeku?
2120,"01:42:04,408","01:42:06,837",speaker_9,నువ్వు ఊరుకుంటూ Canada వెళ్ళిపోయి ఇంకో పిల్లాడ్ని కనే పనిలో busy,nuvvu oorukuntoo Canada vellipoyi inko pillaadni kane panilo busy
2121,"01:42:06,887","01:42:08,738",speaker_9,గా ఉంటావ్. వాడిని ఎవరూ పెళ్లి చేసుకోలేదే.,gaa untaav. vaadini yevaroo pelli chesukoledhe.
2122,"01:42:09,488","01:42:11,078",speaker_9,వాడి life నే నాశనం చేశావు కదే.,vaadi life ne naashanam cheshaavu kadhe.
2123,"01:42:41,587","01:42:42,218",speaker_9,Zero feelings.,Zero feelings.
2124,"01:42:45,488","01:42:46,507",speaker_39,నువ్వు చెప్పిందే correct రా.,nuvvu cheppindhe correct raa.
2125,"01:42:47,108","01:42:48,648",speaker_39,మన మధ్య ఈ love అనేది set అవ్వదు.,mana madhya ee love anedhi set avvadhu.
2126,"01:42:49,127","01:42:49,797",speaker_39,Zero feelings,Zero feelings
2127,"01:42:50,328","01:42:51,108",speaker_39,only friendship.,only friendship.
2128,"01:42:58,387","01:42:59,818",speaker_9,రా రా రా అందులో,raa raa raa andhulo
2129,"01:43:00,068","01:43:01,247",speaker_9,చూడు అందులో చూడు.,choodu andhulo choodu.
2130,"01:43:02,568","01:43:04,307",speaker_9,"Baby shark doo doo doo doo doo,","Baby shark doo doo doo doo doo,"
2131,"01:43:04,868","01:43:06,948",speaker_9,baby shark doo doo doo doo doo.,baby shark doo doo doo doo doo.
2132,"01:43:07,768","01:43:09,158",speaker_9,మీ అమ్మ చిన్నప్పుడు ఏడుస్తుంటే,mee amma chinnappudu yedusthunte
2133,"01:43:09,427","01:43:10,097",speaker_9,నేనే నవ్వించాను.,nene navvinchaanu.
2134,"01:43:10,747","01:43:11,818",speaker_9,ఇప్పుడు నువ్వు ఏడుస్తుంటే,ippudu nuvvu yedusthunte
2135,"01:43:12,028","01:43:13,038",speaker_9,కూడా నేనే నవ్విస్తున్నాను.,koodaa nene navvisthunnaanu.
2136,"01:43:15,507","01:43:17,218",speaker_9,మీ అమ్మ Canada కి వెళ్ళగానే నన్ను మర్చిపోతుంది.,mee amma Canada ki vellagaane nannu marchipothundhi.
2137,"01:43:20,387","01:43:21,427",speaker_9,కానీ నువ్వు మర్చిపోవు కదా.,kaanee nuvvu marchipovu kadhaa.
2138,"01:43:23,528","01:43:24,887",speaker_9,నీకు నేను ఒక తండ్రి లాంటి వాడినరా.,neeku nenu oka thandri laanti vaadinaraa.
2139,"01:43:37,737","01:43:38,497",speaker_9,ఓకే ఇద్దరం,okay idhdharam
2140,"01:43:38,547","01:43:39,538",speaker_9,కలిసి ఒక selfie తీసుకుందామా?,kalisi oka selfie theesukundhaamaa?
2141,"01:43:40,087","01:43:40,228",speaker_9,ఆ,aa
2142,"01:43:41,228","01:43:42,218",speaker_9,One last selfie.,One last selfie.
2143,"01:44:25,947","01:44:26,467",speaker_1,మామ నేను,mama nenu
2144,"01:44:26,518","01:44:27,726",speaker_1,"పార్థని తీసుకొని ఎయిర్ పోర్ట్ కి వచ్చాను రా,","paarthani theesukoni air port ki vachhaanu raa,"
2145,"01:44:28,057","01:44:28,578",speaker_1,మీరు ఎక్కడున్నారు?,meeru yekkadunnaaru?
2146,"01:44:29,037","01:44:29,497",speaker_0,Ten minutes,Ten minutes
2147,"01:44:30,137","01:44:30,318",speaker_1,Okay,Okay
2148,"01:44:33,278","01:44:34,717",speaker_40,నువ్వు నన్ను love చేసింది నాకు తెలుసు.,nuvvu nannu love chesindhi naaku thelusu.
2149,"01:44:35,297","01:44:36,557",speaker_0,నీకు తెలుసన్న విషయం నాకు తెలుసు.,neeku thelusanna vishayam naaku thelusu.
2150,"01:44:37,278","01:44:39,387",speaker_0,ఇప్పుడే నీకు చెప్పిన ఆ చెంచా గడ్ని ఇరగ్గొట్టొస్తున్నా.,ippude neeku cheppina aa chenchaa gadni iraggottosthunnaa.
2151,"01:44:41,268","01:44:41,787",speaker_40,ఇప్పుడేంటి నువ్వు,ippudenti nuvvu
2152,"01:44:41,837","01:44:42,828",speaker_40,"త్యాగివి, నేను ద్రోహిని.","thyaagivi, nenu dhrohini."
2153,"01:44:45,357","01:44:45,917",speaker_40,"దేవదాస్ sir,","dhevadhaas sir,"
2154,"01:44:46,637","01:44:47,448",speaker_40,మీరెందుకు నాకివన్నీ,meerendhuku naakivannee
2155,"01:44:47,597","01:44:47,948",speaker_40,చేస్తున్నారు?,chesthunnaaru?
2156,"01:44:48,257","01:44:49,148",speaker_0,అంత scene లేదు.,antha scene ledhu.
2157,"01:44:49,757","01:44:51,347",speaker_0,ఇది normal గా అందరు అబ్బాయిలు చేసేదే.,idhi normal gaa andharu abbaayilu chesedhe.
2158,"01:44:51,597","01:44:51,807",speaker_40,ఏది?,yedhi?
2159,"01:44:52,358","01:44:54,858",speaker_40,తాను love చేసిన అమ్మాయిని పెళ్లి చేసుకొని తన lover తో కలపడమా?,thaanu love chesina ammaayini pelli chesukoni thana lover tho kalapadamaa?
2160,"01:44:55,738","01:44:56,828",speaker_0,Love చేసిన అమ్మాయి సంతోషంగా,Love chesina ammaayi santhoshangaa
2161,"01:44:56,957","01:44:57,307",speaker_0,ఉండాలనుకోవడం.,undaalanukovadam.
2162,"01:44:57,978","01:44:58,328",speaker_40,ఓహ్!,oh!
2163,"01:45:00,137","01:45:00,788",speaker_40,అయితే అమ్మాయిలందరూ,ayithe ammaayilandharoo
2164,"01:45:01,518","01:45:02,588",speaker_40,మీ life నాశనం అవ్వాలనుకుంటామా?,mee life naashanam avvaalanukuntaamaa?
2165,"01:45:03,198","01:45:03,548",speaker_0,సంబంధం,sambandham
2166,"01:45:03,818","01:45:05,847",speaker_0,గిమందం లేకుండా ఎందుకిప్పుడు feminism మాట్లాడుతున్నావ్?,gimandham lekundaa yendhukippudu feminism maatlaaduthunnaav?
2167,"01:45:06,978","01:45:07,328",speaker_0,పిచ్చిదానా.,pichhidhaanaa.
2168,"01:45:08,297","01:45:08,997",speaker_0,Past is past.,Past is past.
2169,"01:45:09,578","01:45:10,307",speaker_40,సరే okay రా.,sare okay raa.
2170,"01:45:10,537","01:45:11,217",speaker_40,Past is past.,Past is past.
2171,"01:45:12,177","01:45:13,358",speaker_40,నీ future గురించి మాట్లాడుదాం.,nee future gurinchi maatlaadudhaam.
2172,"01:45:13,778","01:45:14,307",speaker_40,నేను వెళ్లిపోయాక,nenu vellipoyaaka
2173,"01:45:14,537","01:45:15,318",speaker_40,ఏం చేస్తావ్ life లో?,yem chesthaav life lo?
2174,"01:45:16,158","01:45:17,068",speaker_0,Life అంటే ఏంటి?,Life ante yenti?
2175,"01:45:20,318","01:45:21,428",speaker_40,"అదే ప్రేమ,","adhe prema,"
2176,"01:45:21,757","01:45:22,108",speaker_40,"పెళ్లి,","pelli,"
2177,"01:45:22,497","01:45:22,847",speaker_40,"పిల్లలు,","pillalu,"
2178,"01:45:23,198","01:45:23,548",speaker_40,కుటుంబం.,kutumbam.
2179,"01:45:28,677","01:45:29,257",speaker_0,Good joke.,Good joke.
2180,"01:45:30,078","01:45:30,417",speaker_0,ఇదిగో,idhigo
2181,"01:45:31,198","01:45:32,048",speaker_0,"మేముగ్గురి passport,","memugguri passport,"
2182,"01:45:32,257","01:45:32,988",speaker_0,"visa, tickets.","visa, tickets."
2183,"01:45:34,497","01:45:35,057",speaker_0,Happy journey.,Happy journey.
2184,"01:45:36,518","01:45:37,387",speaker_7,పొద్దు పొడుపు,podhdhu podupu
2185,"01:45:37,677","01:45:38,028",speaker_7,ఆగదని,aagadhani
2186,"01:45:39,318","01:45:40,748",speaker_7,"కక్ష కంచే వేస్తున్నా,","kaksha kanche vesthunnaa,"
2187,"01:45:42,097","01:45:42,948",speaker_7,ప్రేమ గెలిచి,prema gelichi
2188,"01:45:43,118","01:45:43,468",speaker_7,తీరునని.,theerunani.
2189,"01:45:45,107","01:45:45,797",speaker_7,సాటే నీ,saate nee
2190,"01:45:45,917","01:45:46,268",speaker_7,చక్కని,chakkani
2191,"01:45:46,597","01:45:46,948",speaker_7,బంధం,bandham
2192,"01:45:48,247","01:45:49,957",speaker_7,నూరేళ్ల వరమవ్వాలి.,noorella varamavvaali.
2193,"01:45:50,597","01:45:51,188",speaker_7,ఆ నింగీనేలా,aa ningeenelaa
2194,"01:45:52,278","01:45:52,628",speaker_7,గాలి,gaali
2195,"01:45:53,118","01:45:53,468",speaker_7,శుభమస్తని,shubhamasthani
2196,"01:45:54,358","01:45:54,708",speaker_7,దీవించాలి.,dheevinchaali.
2197,"01:45:56,018","01:45:56,368",speaker_7,ప్రేమ,prema
2198,"01:45:56,557","01:45:57,347",speaker_7,ఏవ చేయితే,yeva cheyithe
2199,"01:45:57,618","01:45:57,968",speaker_7,అంటూ,antoo
2200,"01:45:58,238","01:45:58,588",speaker_7,పలికే,palike
2201,"01:45:58,877","01:45:59,228",speaker_7,పక్కల,pakkala
2202,"01:45:59,518","01:45:59,868",speaker_7,మార్గమే.,maargame.
2203,"01:46:00,877","01:46:02,268",speaker_7,ప్రేమ ఏవ చేయితే.,prema yeva cheyithe.
2204,"01:46:02,978","01:46:03,257",speaker_7,ఏయ్!,yey!
2205,"01:46:07,078","01:46:09,908",speaker_0,దీన idea. నన్ను ఇలా రోడ్డు మీద పడి ఏరుకునేలా చేసింది.,dheena idea. nannu ilaa roddu meedha padi yerukunelaa chesindhi.
2206,"01:46:17,057","01:46:17,198",speaker_0,"ఏయ్,","yey,"
2207,"01:46:18,037","01:46:18,648",speaker_0,ఏం try చేస్తున్నావ్?,yem try chesthunnaav?
2208,"01:46:28,957","01:46:29,778",speaker_40,నేను decide అయిపోయానురా.,nenu decide ayipoyaanuraa.
2209,"01:46:31,118","01:46:33,818",speaker_40,నీకో మంచి అమ్మాయిని చూసి పెళ్లి చేశాకే నేనిక్కడి నుంచి వెళ్లేది.,neeko manchi ammaayini choosi pelli cheshaake nenikkadi nunchi velledhi.
2210,"01:46:34,097","01:46:34,448",speaker_0,పిచ్చిదానిలాగా--,pichhidhaanilaagaa--
2211,"01:46:36,217","01:46:37,018",speaker_0,practical గా మాట్లాడు.,practical gaa maatlaadu.
2212,"01:46:37,398","01:46:38,488",speaker_40,ఇప్పుడు మన life లో జరుగుతుందేంటి,ippudu mana life lo jaruguthundhenti
2213,"01:46:38,898","01:46:40,057",speaker_40,practical ఆ? చెప్పు,practical aa? cheppu
2214,"01:46:40,137","01:46:42,518",speaker_0,"ఈ ప్రవచనాలు నా దగ్గర వద్దు. ఏయ్, నోరు మూయరా.","ee pravachanaalu naa dhaggara vadhdhu. yey, noru mooyaraa."
2215,"01:46:43,127","01:46:43,688",speaker_0,ఇంకొకసారి నోరు,inkokasaari noru
2216,"01:46:43,738","01:46:45,108",speaker_0,"ఎత్తావ్ అంటే tyre కింద పెట్టి దొక్కిన్చేస్తా,","yeththaav ante tyre kindha petti dhokkinchesthaa,"
2217,"01:46:45,497","01:46:45,847",speaker_0,సెనిగాడా.,senigaadaa.
2218,"01:46:52,268","01:46:52,978",speaker_0,Baby shark,Baby shark
2219,"01:46:53,198","01:46:54,078",speaker_0,doo doo doo doo doo doo.,doo doo doo doo doo doo.
2220,"01:46:54,637","01:46:54,988",speaker_0,Baby,Baby
2221,"01:46:55,257","01:46:56,198",speaker_0,shark doo doo doo,shark doo doo doo
2222,"01:46:56,307","01:46:56,658",speaker_0,doo doo doo. Doo doo doo doo doo doo doo doo doo doo doo.,doo doo doo. Doo doo doo doo doo doo doo doo doo doo doo.
2223,"01:46:59,637","01:46:59,988",speaker_0,Baby,Baby
2224,"01:47:00,158","01:47:00,258",speaker_0,shark doo doo doo doo doo doo,shark doo doo doo doo doo doo
2225,"01:47:00,167","01:47:01,588",speaker_40,"ఏయ్, నా వల్ల నువ్వు ఇలా దేవదాసులా","yey, naa valla nuvvu ilaa dhevadhaasulaa"
2226,"01:47:01,797","01:47:03,068",speaker_40,నాశనం అయిపోవడం నేను చూడలేనురా.,naashanam ayipovadam nenu choodalenuraa.
2227,"01:47:03,257","01:47:04,508",speaker_0,"ఏయ్, చూడలేకపోతే వెళ్లి చావె.","yey, choodalekapothe velli chaave."
2228,"01:47:05,457","01:47:06,578",speaker_0,బొంగులోది ఇది నా life.,bongulodhi idhi naa life.
2229,"01:47:07,687","01:47:08,268",speaker_0,దేవదాసులా ఉంటాను,dhevadhaasulaa untaanu
2230,"01:47:08,318","01:47:08,968",speaker_0,లేక దరిద్రదాసులా,leka dharidhradhaasulaa
2231,"01:47:09,318","01:47:09,658",speaker_0,ఉంటాను.,untaanu.
2232,"01:47:10,677","01:47:11,968",speaker_0,అసలు ఇవన్నీ అడగడానికి నువ్వెవరే?,asalu ivannee adagadaaniki nuvvevare?
2233,"01:47:12,637","01:47:12,988",speaker_40,నేనెవరా?,nenevaraa?
2234,"01:47:13,898","01:47:14,297",speaker_40,"Sir,","Sir,"
2235,"01:47:14,837","01:47:15,908",speaker_40,నీ wife ని sir.,nee wife ni sir.
2236,"01:47:16,457","01:47:19,018",speaker_40,మొగుడు life ని settle చేయడం పెళ్ళాం గా నా బాధ్యత కదా.,mogudu life ni settle cheyadam pellaam gaa naa baadhyatha kadhaa.
2237,"01:47:22,877","01:47:23,648",speaker_0,"అర్థం చేసుకో కుందనా,","artham chesuko kundhanaa,"
2238,"01:47:24,518","01:47:26,118",speaker_0,నా life లో ఇంకొక అమ్మాయిన option ఏ లేదు.,naa life lo inkoka ammaayina option ye ledhu.
2239,"01:47:27,018","01:47:27,457",speaker_0,బయల్దేరదాం రా.,bayaldheradhaam raa.
2240,"01:47:27,537","01:47:28,417",speaker_40,అదే ఎందుకు లేదు?,adhe yendhuku ledhu?
2241,"01:47:29,887","01:47:30,497",speaker_0,ఎందుకు లేదా?,yendhuku ledhaa?
2242,"01:47:31,597","01:47:32,057",speaker_0,Interest లేదు.,Interest ledhu.
2243,"01:47:32,337","01:47:35,087",speaker_40,అదెలా school లోపు దాంతో college లోపు దాంతో తిరిగి నీకు తక్కువ,adhelaa school lopu dhaantho college lopu dhaantho thirigi neeku thakkuva
2244,"01:47:35,177","01:47:36,158",speaker_40,interest అయికుండా పోతుంది?,interest ayikundaa pothundhi?
2245,"01:47:36,398","01:47:37,518",speaker_0,అదే కుందనా నాకు తెలియట్లేదు.,adhe kundhanaa naaku theliyatledhu.
2246,"01:47:39,997","01:47:41,957",speaker_0,నీకంటే ముందు నా life లో వంద మంది అమ్మాయిలు ఉండొచ్చు.,neekante mundhu naa life lo vandha mandhi ammaayilu undochhu.
2247,"01:47:42,938","01:47:44,908",speaker_0,కానీ నీ తర్వాత ఒక్క అమ్మాయిని కూడా నా జీవితంలో ఆలోచించలేకపోతున్నా.,kaanee nee tharvaatha okka ammaayini koodaa naa jeevithamlo aalochinchalekapothunnaa.
2248,"01:47:47,438","01:47:47,557",speaker_0,ఏ?,ye?
2249,"01:48:08,856","01:48:09,318",speaker_40,"రేయ్ చూడు,","rey choodu,"
2250,"01:48:10,737","01:48:11,277",speaker_40,"ఇది చూడు,","idhi choodu,"
2251,"01:48:11,938","01:48:13,988",speaker_40,"ఇది చూడు, ఇది చూడు, నిన్ను చెంపేసిన ఇది","idhi choodu, idhi choodu, ninnu chempesina idhi"
2252,"01:48:14,177","01:48:14,497",speaker_40,చూడు.,choodu.
2253,"01:48:15,198","01:48:15,557",speaker_40,"రేయ్,","rey,"
2254,"01:48:16,198","01:48:16,828",speaker_40,నన్ను చూడురా.,nannu chooduraa.
2255,"01:48:20,137","01:48:21,908",speaker_40,ఇక మనం life లో ఒకటిగా ఉండలేమనేది,ika manam life lo okatigaa undalemanedhi
2256,"01:48:22,297","01:48:23,097",speaker_40,decide అయిపోయింది.,decide ayipoyindhi.
2257,"01:48:25,278","01:48:25,858",speaker_40,ఏం చేస్తాం?,yem chesthaam?
2258,"01:48:26,898","01:48:27,568",speaker_40,నాకు నచ్చినప్పుడు,naaku nachhinappudu
2259,"01:48:27,797","01:48:28,408",speaker_40,"నీకు నచ్చలేదు,","neeku nachhaledhu,"
2260,"01:48:28,797","01:48:29,468",speaker_40,నీకు నచ్చినప్పుడు,neeku nachhinappudu
2261,"01:48:29,658","01:48:31,097",speaker_40,నాకు నచ్చలేదు మన కర్మ.,naaku nachhaledhu mana karma.
2262,"01:48:33,518","01:48:33,868",speaker_40,ఇప్పుడేంటి?,ippudenti?
2263,"01:48:34,828","01:48:36,268",speaker_40,Time machine లో వెళ్లి ఇవన్నీ మార్చగలవా?,Time machine lo velli ivannee maarchagalavaa?
2264,"01:48:39,898","01:48:40,287",speaker_40,"రేయ్,","rey,"
2265,"01:48:40,757","01:48:41,728",speaker_40,నువ్వు ఇలా feel అవ్వాల్సినంత,nuvvu ilaa feel avvaalsinantha
2266,"01:48:42,097","01:48:43,048",speaker_40,బాధ నేను కాదురా.,baadha nenu kaadhuraa.
2267,"01:48:48,578","01:48:49,507",speaker_40,"అర్థం చేసుకో గగన్,","artham chesuko gagan,"
2268,"01:48:50,677","01:48:52,448",speaker_40,love failure ఏ ఏదో మత్తులో ఆలోచిస్తున్నావ్.,love failure ye yedho maththulo aalochisthunnaav.
2269,"01:48:53,938","01:48:54,528",speaker_40,ఏ మత్తయినా,ye maththayinaa
2270,"01:48:54,738","01:48:56,468",speaker_40,సరే అది మనిషిని నాశనం చేస్తుంది.,sare adhi manishini naashanam chesthundhi.
2271,"01:48:57,217","01:48:57,978",speaker_40,అది మనకు వద్దు.,adhi manaku vadhdhu.
2272,"01:48:59,738","01:49:00,097",speaker_40,వద్దురా.,vadhdhuraa.
2273,"01:49:01,707","01:49:02,167",speaker_40,దయచేసి నీ,dhayachesi nee
2274,"01:49:02,217","01:49:03,137",speaker_40,mind లో నుంచి నన్ను,mind lo nunchi nannu
2275,"01:49:03,618","01:49:04,278",speaker_40,"delete చేసి,","delete chesi,"
2276,"01:49:05,018","01:49:05,568",speaker_40,"ఈ దేవదాస్,","ee dhevadhaas,"
2277,"01:49:05,818","01:49:06,168",speaker_40,దరిద్రదాస్,dharidhradhaas
2278,"01:49:06,497","01:49:07,548",speaker_40,getup తీసి పారేసి,getup thc paaresi
2279,"01:49:08,268","01:49:09,118",speaker_40,ఇంతకు ముందులా,inthaku mundhulaa
2280,"01:49:09,807","01:49:10,528",speaker_40,ఉగ్రగా డూడ్,ugragaa dude
2281,"01:49:10,578","01:49:11,088",speaker_40,లా ఉండురా.,laa unduraa.
2282,"01:49:41,427","01:49:42,207",speaker_0,"Okay, ఇంతటితో","Okay, inthatitho"
2283,"01:49:42,257","01:49:43,387",speaker_0,అనవసరమైన అంశాలు సమాప్తం.,anavasaramaina amshaalu samaaptham.
2284,"01:49:48,158","01:49:49,158",speaker_0,flight time అయింది రా.,flight time ayindhi raa.
2285,"01:49:52,097","01:49:52,708",speaker_40,Sorry గగన్నేను,Sorry gagannenu
2286,"01:49:54,122","01:49:56,132",speaker_40,అందరు అమ్మాయిల్లా ఎయిర్పోర్ట్ లోనే బాయ్ చెప్పి బయల్దేరలేను.,andharu ammaayillaa airport lone boy cheppi bayaldheralenu.
2287,"01:49:57,782","01:49:59,271",speaker_40,Front లో పెట్టిన ఎగ్ back లో పెట్టడం,Front lo pettina egg back lo pettadam
2288,"01:49:59,542","01:50:00,692",speaker_40,మా history లో కూడా లేదు.,maa history lo koodaa ledhu.
2289,"01:50:01,301","01:50:03,412",speaker_40,నీకు ఒక మంచి అమ్మాయిని చూసి పెళ్లి చేసిన తర్వాతే,neeku oka manchi ammaayini choosi pelli chesina tharvaathe
2290,"01:50:03,582","01:50:04,561",speaker_40,నేను ఇక్కడి నుంచి వెళ్ళేది.,nenu ikkadi nunchi velledhi.
2291,"01:50:10,211","01:50:10,671",speaker_40,బాగుంటే మన,baagunte mana
2292,"01:50:10,721","01:50:11,512",speaker_40,ఇద్దరి life బాగుండాలి.,idhdhari life baagundaali.
2293,"01:50:12,042","01:50:13,402",speaker_40,లేదా ఇద్దరి life నాశనం అయిపోవాలి.,ledhaa idhdhari life naashanam ayipovaali.
2294,"01:50:13,902","01:50:14,301",speaker_40,dot.,dot.
2295,"01:50:28,641","01:50:28,921",speaker_40,Sign చెయ్,Sign chey
2296,"01:50:29,021","01:50:29,561",speaker_0,Divorce ఆ?,Divorce aa?
2297,"01:50:29,841","01:50:31,972",speaker_40,మరి divorce లేకుండా నిన్ను ఎవరు పెళ్లి చేసుకునేది?,mari divorce lekundaa ninnu yevaru pelli chesukunedhi?
2298,"01:50:33,061","01:50:34,771",speaker_40,సంతకం చెక్కుతావా లేదా నిన్ను చెక్కమంటావా?,santhakam chekkuthaavaa ledhaa ninnu chekkamantaavaa?
2299,"01:50:35,362","01:50:36,032",speaker_0,చెక్కుతా చెక్కుతా,chekkuthaa chekkuthaa
2300,"01:50:51,622","01:50:52,632",speaker_40,One year లో divorce,One year lo divorce
2301,"01:50:54,181","01:50:54,912",speaker_40,ఆ? Wife torture,aa? Wife torture
2302,"01:50:57,061","01:50:58,502",speaker_40,ఆ? అక్రమ సంబంధం ఏమైనా ఉందా?,aa? akrama sambandham yemainaa undhaa?
2303,"01:51:00,042","01:51:00,392",speaker_40,మీకు,meeku
2304,"01:51:01,181","01:51:01,992",speaker_40,మగతనం లేదా?,magathanam ledhaa?
2305,"01:51:09,322","01:51:10,322",speaker_40,మరి ఎందుకు second marriage?,mari yendhuku second marriage?
2306,"01:51:10,502","01:51:12,162",speaker_0,Second marriage కాదు first marriage.,Second marriage kaadhu first marriage.
2307,"01:51:12,822","01:51:14,082",speaker_0,ఇంతకు ముందు చేసుకుంది fake marriage.,inthaku mundhu chesukundhi fake marriage.
2308,"01:51:15,301","01:51:16,101",speaker_0,ఇవిడ నా wife.,ivida naa wife.
2309,"01:51:16,951","01:51:17,542",speaker_0,అతను ఇవిడ,athanu ivida
2310,"01:51:17,702","01:51:18,032",speaker_0,lover.,lover.
2311,"01:51:18,082","01:51:18,432",speaker_1,Hi,Hi
2312,"01:51:19,301","01:51:19,652",speaker_0,వీడేమో,veedemo
2313,"01:51:20,181","01:51:20,532",speaker_0,వాళ్ళిద్దరికీ,vaallidhdharikee
2314,"01:51:20,742","01:51:22,582",speaker_0,"పుట్టిన బిడ్డ మల్లన్న స్వామి, మల్లన్న స్వామి,","puttina bidda mallanna swam, mallanna swam,"
2315,"01:51:22,721","01:51:23,322",speaker_0,మల్లన్న స్వామి,mallanna swam
2316,"01:51:23,962","01:51:24,322",speaker_40,"థు,","thu,"
2317,"01:51:24,902","01:51:25,061",speaker_40,"థు,","thu,"
2318,"01:51:26,122","01:51:26,721",speaker_40,పిచ్చి కింద.,pichhi kindha.
2319,"01:51:37,271","01:51:37,891",speaker_40,Actually నేను,Actually nenu
2320,"01:51:37,942","01:51:38,792",speaker_40,ఒకన్ని love చేస్తున్నాను.,okanni love chesthunnaanu.
2321,"01:51:39,421","01:51:40,952",speaker_40,Fake marriage చేసుకొని మమ్మల్ని కలిపేస్తారా?,Fake marriage chesukoni mammalni kalipesthaaraa?
2322,"01:51:41,791","01:51:42,481","speaker_40, speaker_0",ఉమ్ Sure,um Sure
2323,"01:51:43,521","01:51:44,492",speaker_0,కానీ first night నాతోనే,kaanee first night naathone
2324,"01:51:49,042","01:51:50,882",speaker_7,ఇంకా మీరు అమ్మాయిల్ని matrimonial లో వెదుకుతున్నారా?,inkaa meeru ammaayilni matrimonial lo vedhukuthunnaaraa?
2325,"01:51:52,002","01:51:52,681",speaker_7,"90's kids,","90's kids,"
2326,"01:51:53,221","01:51:53,471",speaker_7,Tinder,Tinder
2327,"01:51:57,771","01:51:58,502",speaker_40,Marriage లో,Marriage lo
2328,"01:51:58,981","01:52:01,051",speaker_40,not interested casual relationship okay నా?,not interested casual relationship okay naa?
2329,"01:52:01,101","01:52:01,322",speaker_40,ఉమ్,um
2330,"01:52:04,601","01:52:05,212",speaker_40,Open relationship,Open relationship
2331,"01:52:05,402","01:52:06,042",speaker_40,అయినా okay నా?,ayinaa okay naa?
2332,"01:52:06,582","01:52:07,271",speaker_0,Open అంటే,Open ante
2333,"01:52:07,862","01:52:08,881",speaker_0,ఎంతో open చేస్తారు?,yentho open chesthaaru?
2334,"01:52:09,502","01:52:09,852",speaker_40,ఉమ్,um
2335,"01:52:13,211","01:52:14,021",speaker_40,నేరుగా చూడ్డానికి,nerugaa chooddaaniki
2336,"01:52:14,101","01:52:16,782",speaker_40,ఆదోలా ఉన్నారు కానీ photo లోనే కొంచెం చూసేలా ఉన్నారు,aadholaa unnaaru kaanee photo lone konchem chooselaa unnaaru
2337,"01:52:17,061","01:52:19,042",speaker_0,సరిగ్గా చూడండి photo లో కూడా ఆదోలాగే ఉంటాను,sariggaa choodandi photo lo koodaa aadholaage untaanu
2338,"01:52:19,502","01:52:19,852",speaker_40,ఊహ్,ooh
2339,"01:52:21,442","01:52:24,792",speaker_40,Idiot ఆహ్ చావాలని చేస్తున్నాడు రా చావాలని చేస్తున్నాడు,Idiot aah chaavaalani chesthunnaadu raa chaavaalani chesthunnaadu
2340,"01:52:25,042","01:52:25,602",speaker_0,Calm down,Calm down
2341,"01:52:30,381","01:52:30,731",speaker_0,calm,calm
2342,"01:52:33,042","01:52:33,392",speaker_0,down,down
2343,"01:52:43,652","01:52:44,351",speaker_7,ఇవన్నీ తెలిసే,ivannee thelise
2344,"01:52:44,402","01:52:45,231",speaker_7,ఒక తొక్కే చెప్పిందా?,oka thokke cheppindhaa?
2345,"01:52:45,692","01:52:46,042",speaker_40,ఇవన్నీ,ivannee
2346,"01:52:46,181","01:52:46,532",speaker_40,తెలిశాకే,thelishaake
2347,"01:52:46,721","01:52:47,402",speaker_40,okay చెప్పింది,okay cheppindhi
2348,"01:52:48,152","01:52:48,681",speaker_7,ఎవురా అది,yevuraa adhi
2349,"01:52:49,761","01:52:50,082",speaker_40,తిను,thinu
2350,"01:52:56,091","01:52:56,442",speaker_7,ఇదా?,ida?
2351,"01:52:58,242","01:52:59,862",speaker_7,నువ్వేంటి ladies లాగా saree కట్టుకొని వచ్చావ్?,nuvventi ladies laagaa saree kattukoni vachhaav?
