index,start_time,end_time,original_telugu,transliteration
2518,"01:35:40,037","01:35:40,318",ని రా,ni raa
2519,"01:35:40,818","01:35:41,528",okay అన్న,okay anna
2520,"01:35:41,837","01:35:43,478",ఇప్పటికైనా నమ్ముతారా రా నేను emotional ని,ippatikainaa nammuthaaraa raa nenu emotional ni
2521,"01:35:45,158","01:35:46,168",వేరే director ని చూసుకోవాలి,vere director ni choosukovaali
2522,"01:35:46,577","01:35:47,278",prove చేస్తా నాకు,prove chesthaa naaku
2523,"01:35:48,757","01:35:51,358",ఒక ఊర్లో I miss you I love you అని ఇద్దరు వ్యక్తులు ఉన్నారు,oka oorlo I miss you I love you ani idhdharu vyaktulu unnaaru
2524,"01:35:51,858","01:35:53,968",I miss you తన పొట్టకూటి కోసం Delhi వెళ్ళిపోయాడు,I miss you thana pottakooti kosam Delhi vellipoyaadu
2525,"01:35:54,557","01:35:56,128",ఇప్పుడు ఆ ఊర్లో ఉన్నది ఎవరు?,ippudu aa oorlo unnadhi yevaru?
2526,"01:36:05,478","01:36:06,887",రేయ్ ఆ cycle సేను గాడిని పిలువంటారా,rey aa cycle senu gaadini piluvantaaraa
2527,"01:36:07,257","01:36:08,448",అన్న వాడు bike accident లో చచ్చిపోయిండన్నా,anna vaadu bike accident lo chachhipoyindannaa
2528,"01:36:18,518","01:36:19,328",అసలు తప్పెలా,asalu thappelaa
2529,"01:36:19,478","01:36:22,177",జరిగింది రా అంటే అది one way road అన్న వాడు ఇట్లా వచ్చి అట్లా,jarigindhi raa ante adhi one way road anna vaadu itlaa vachhi atlaa
2530,"01:36:29,238","01:36:29,338",హ్మ్,hma్
2531,"01:36:32,497","01:36:33,788",నా family నా గురించి ఏమంటున్నారు,naa family naa gurinchi yemantunnaaru
2532,"01:36:33,997","01:36:37,108",రా ఎప్పుడూ నా family నా family అని నువ్వే over చేశావు నా family,raa yeppudoo naa family naa family ani nuvve over cheshaavu naa family
2533,"01:36:37,158","01:36:37,618",నా రక్తం,naa raktam
2534,"01:36:38,557","01:36:39,387",మరి నీలా ఉండొద్దు,mari neelaa undodhdhu
2535,"01:36:39,677","01:36:41,537",ఆ కోమల్ లాగ ఉండొద్దు అన్న ఇట్లా మధ్యలో ఉండాలి,aa komal laaga undodhdhu anna itlaa madhyalo undaali
2536,"01:36:45,557","01:36:45,717",ఆ,aa
2537,"01:36:46,677","01:36:46,898",అమ్మ,amma
2538,"01:36:47,497","01:36:48,347",రెండు వేల రూపాయల్లో,rendu vela roopaayallo
2539,"01:36:48,837","01:36:49,978",ఐదు వేల రూపాయల చీరలు చూపెడవా,aidhu vela roopaayala cheeralu choopedavaa
2540,"01:36:50,398","01:36:52,358",అలా రావమ్మా ఐదు వేలది ఐదు వేలకే వస్తుంది,alaa raavammaa aidhu veladhi aidhu velake vasthundhi
2541,"01:36:54,877","01:36:55,648",ఆ వదినా,aa vadhinaa
2542,"01:36:55,877","01:36:56,228",ఆ,aa
2543,"01:36:56,377","01:36:57,717",మేము మగ పెళ్లి వాళ్ళ బట్టలు తీసుకున్నాం,memu maga pelli vaalla battalu theesukunnaam
2544,"01:36:58,318","01:37:00,967",ఆడపెళ్లి వారికి కూడా మేము బట్టలు పెట్టాలి మీ అబ్బాయి ఎప్పుడొస్తాడో,aadapelli vaariki koodaa memu battalu pettaali mee abbaayi yeppudosthaado
2545,"01:37:01,018","01:37:01,368",కనుక్కోండి,kanukkondi
2546,"01:37:04,037","01:37:04,387",చెప్పమ్మా,cheppammaa
2547,"01:37:04,818","01:37:05,628",మగ పెళ్లి వాళ్ళు,maga pelli vaallu
2548,"01:37:06,078","01:37:07,408",ఆడపెళ్లి వాళ్ళకి ఏవో బట్టలు పెట్టాలంట,aadapelli vaallaki yevo battalu pettaalanta
2549,"01:37:07,877","01:37:09,008",నీకేం కావాలని అడుగుతున్నారు,neekem kaavaalani aduguthunnaaru
2550,"01:37:09,398","01:37:09,748",అమ్మ,amma
2551,"01:37:10,618","01:37:12,668",పెళ్లిల్లో మగోళ్ళు ఉంటారు ఆడోళ్ళు ఉంటారు అంతే,pellillo magollu untaaru aadollu untaaru anthe
2552,"01:37:13,238","01:37:14,248",మగ తరపునోళ్ళు ఆడతరపునోళ్ళు,maga tharapunollu aadatharapunollu
2553,"01:37:14,597","01:37:15,387",అని చెప్పి నువ్వు అనవసరమైన,ani cheppi nuvvu anavasaramaina
2554,"01:37:15,557","01:37:17,597",stress తీసుకున్నావంటే వచ్చి వాళ్ళందరి సంగతి చెప్తా చెప్తున్నా,stress theesukunnaavante vachhi vaallandhari sangathi chepthaa chepthunnaa
2555,"01:37:18,217","01:37:18,928",సర్లే గాని,sarle gaani
2556,"01:37:19,217","01:37:21,677",అక్కడ అయ్యే రాబళ్ళకి కొన్ని పత్రికలు ఇవ్వాలి అవన్నీ ఇస్తావా,akkada ayye raaballaki konni pathrikalu ivvaali avannee isthaavaa
2557,"01:37:22,597","01:37:24,807",నాకు ఈ card లన్నీ చూడు గలీజ్ అనిపిస్తది అమ్మ,naaku ee card lannee choodu galeej anipisthadhi amma
2558,"01:37:24,966","01:37:27,368",నేనిప్పుడు పత్రిక ఇయ్యనికి పోతా వాడు card చూసుకుంటానే,nenippudu pathrika iyyaniki pothaa vaadu card choosukuntaane
2559,"01:37:27,858","01:37:30,747",పెళ్లి ఎప్పుడు పందిరి ఎక్కడ ముహూర్తం ఎప్పుడని అడుగుతుంటాడు నన్ను,pelli yeppudu pandhiri yekkada muhoortham yeppudani aduguthuntaadu nannu
2560,"01:37:31,118","01:37:32,507",ఇయన్నీ గలీజ్ అనిపిస్తాయి అమ్మ నాకు,iyannee galeej anipisthaayi amma naaku
2561,"01:37:40,887","01:37:42,528",Sir నమస్కారం Sir సినిమా చూసిండ్రా Sir,Sir namaskaaram Sir sinimaa choosindraa Sir
2562,"01:37:43,387","01:37:44,137",నువ్వు Great అయ్యా,nuvvu Great ayyaa
2563,"01:37:44,587","01:37:45,718",Life లో విలువలు లేకపోయినా,Life lo viluvalu lekapoyinaa
2564,"01:37:45,868","01:37:46,877",సినిమాలో విలువలు పెట్టావు,sinimaalo viluvalu pettaavu
2565,"01:37:47,648","01:37:49,778",Thank you Sir ఆ ఏంటి ఇంతకీ ఎలా వచ్చావు?,Thank you Sir aa yenti inthakee yelaa vachhaavu?
2566,"01:37:50,587","01:37:51,958",చెల్లెలి పెళ్లి Sir పత్రికలు పంచుదామని,chelleli pelli Sir pathrikalu panchudhaamani
2567,"01:37:53,757","01:37:54,297",ఊ.. నీ,oo.. nee
2568,"01:37:54,347","01:37:55,218",బావ గారికి ఏమిస్తున్నావు?,baava gaariki yemisthunnaavu?
2569,"01:37:55,828","01:37:57,578",నా Next సినిమా లో మంచి Character ఇస్తున్నా Sir,naa Next sinimaa lo manchi Character isthunnaa Sir
2570,"01:37:58,007","01:37:59,057",బావ మద్దగా ఏమిస్తున్నావు,baava madhdhagaa yemisthunnaavu
2571,"01:37:59,297","01:38:02,018",అని అడుగుతున్నాను అయ్యా బావ Character ఏ ఇస్తున్నా Sir ఆ!,ani aduguthunnaanu ayyaa baava Character ye isthunnaa Sir aa!
2572,"01:38:03,307","01:38:03,918",ఎందుకు కోమల్,yendhuku komal
2573,"01:38:04,188","01:38:04,648",ఇంటికి వచ్చావు,intiki vachhaavu
2574,"01:38:05,707","01:38:06,637",అంటే పత్రిక పవిత్రమైంది,ante pathrika pavithramaindhi
2575,"01:38:06,887","01:38:07,238",కదా!,kadhaa!
2576,"01:38:07,507","01:38:08,208",ఇంటికి వచ్చి ఇద్దామని,intiki vachhi idhdhaamani
2577,"01:38:08,768","01:38:11,677",పెళ్ళికి తప్పకుండా రావాలి ఆ కబోర్డ్ లో పెట్టుకో ఓ అక్కడా ఆ అక్కడ,pelliki thappakundaa raavaali aa kabord lo pettuko o akkadaa aa akkada
2578,"01:38:11,728","01:38:12,078",కాదు,kaadhu
2579,"01:38:12,247","01:38:13,018",ఈ కబోర్డ్ లో పెట్టు,ee kabord lo pettu
2580,"01:38:13,167","01:38:15,007",మేము పెళ్ళికి వెళ్ళని Waste Cards అన్ని ఇక్కడే ఉంటాయి,memu pelliki vellani Waste Cards anni ikkade untaayi
2581,"01:38:17,627","01:38:19,398",పోనిలే కదా అని పెళ్లి Card ఇద్దామని వస్తే,ponile kadhaa ani pelli Card idhdhaamani vasthe
2582,"01:38:19,847","01:38:21,637",తండ్రి కూతురు అవమానించి పంపుతున్నారు లే.,thandri koothuru avamaaninchi pamputhunnaaru le.
2583,"01:38:26,357","01:38:26,997",ఆహ్! అవును,aah! avunu
2584,"01:38:27,047","01:38:28,387",వీళ్ళు ఎవరై పని దొంగలు ఇద్దరు,veellu yevarai pani dhongalu idhdharu
2585,"01:38:28,807","01:38:29,587",Assistant Directors,Assistant Directors
2586,"01:38:30,108","01:38:32,157",పెళ్లి పనులు ఉన్నాయని చెప్పి రెండు రోజుల ముందే ఊరు వెళ్ళిపోయారు,pelli panulu unnaayani cheppi rendu rojula mundhe ooru vellipoyaaru
2587,"01:38:32,207","01:38:32,368",అన్న,anna
2588,"01:38:32,868","01:38:33,978",మనస్సు ఏం బాలేదు రా.,manassu yem baaledhu raa.
2589,"01:38:34,448","01:38:37,637",ఒకసారి AI ని అడుగు మనసు బాలేకపోతే ఏం చేయాలో అన్న Sad Songs పెట్టు,okasaari AI ni adugu manasu baalekapothe yem cheyaalo anna Sad Songs pettu
2590,"01:38:37,688","01:38:38,038",అంటుంది,antundhi
2591,"01:38:38,307","01:38:38,878",పెట్టు అయితే,pettu ayithe
2592,"01:38:40,127","01:38:41,438",చుక్క లాంటి అమ్మాయి,chukka laanti ammaayi
2593,"01:38:43,497","01:38:45,108",చక్కనైన అబ్బాయి,chakkanaina abbaayi
2594,"01:38:48,648","01:38:49,958",చుక్క లాంటి అమ్మాయి,chukka laanti ammaayi
2595,"01:38:51,917","01:38:52,507",చక్కనైన అబ్బాయి,chakkanaina abbaayi
2596,"01:38:52,568","01:38:53,207",Hello కోమల్,Hello komal
2597,"01:38:54,568","01:38:55,927",మీ పెళ్ళి Location WhatsApp చెయ్,mee pelli Location WhatsApp chey
2598,"01:38:56,448","01:38:57,158",చిత్ర గారు వస్తున్నారా?,chithra gaaru vasthunnaaraa?
2599,"01:38:58,268","01:38:58,648",వస్తున్నా,vasthunnaa
2600,"01:39:00,347","01:39:00,637",Sending,Sending
2601,"01:39:02,747","01:39:03,858",Thank you so much చిత్ర గారు,Thank you so much chithra gaaru
2602,"01:39:06,967","01:39:07,247",అన్న,anna
2603,"01:39:07,648","01:39:08,518",Song Change చేయమంటావా?,Song Change cheyamantaavaa?
2604,"01:39:08,658","01:39:13,768",అలా మార్చేయి రా కే కా క కా కి కే కే కా క కా కి కే కే కా క కా కి,alaa maarcheyi raa ke kaa ka kaa ki ke ke kaa ka kaa ki ke ke kaa ka kaa ki
2605,"01:39:13,887","01:39:15,258",కే కా కా కే కా కా కే,ke kaa kaa ke kaa kaa ke
2606,"01:39:16,528","01:39:17,097",కా కా కి కే కే,kaa kaa ki ke ke
2607,"01:39:18,007","01:39:18,568",కా క కా కి కే,kaa ka kaa ki ke
2608,"01:39:19,507","01:39:20,168",కే కా క కా కి కే కా కా కే,ke kaa ka kaa ki ke kaa kaa ke
2609,"01:39:22,197","01:39:23,707",నిజమేనా నువ్వేనా,nijamenaa nuvvenaa
2610,"01:39:24,068","01:39:24,418",ఏమైనా,yemainaa
2611,"01:39:25,927","01:39:26,438",నా కల్లోకొచ్చి,naa kallokochhi
2612,"01:39:26,887","01:39:27,578",కన్నే కొట్టావా,kanne kottaavaa
2613,"01:39:28,627","01:39:28,978",కల్లోనే,kallone
2614,"01:39:30,148","01:39:30,498",ఉన్నావా,unnaavaa
2615,"01:39:31,887","01:39:32,518",నీ ఆశలన్నీ,nee aashalannee
2616,"01:39:32,908","01:39:33,258",అసావై,asaavai
2617,"01:39:33,648","01:39:33,998",పోవా,povaa
2618,"01:39:34,587","01:39:35,078",నా చిలకమ్మ,naa chilakamma
2619,"01:39:36,207","01:39:36,557",రావమ్మ,raavamma
2620,"01:39:37,887","01:39:38,438",ఈ జన్మే,ee janme
2621,"01:39:38,608","01:39:38,958",నీదమ్మా,needhammaa
2622,"01:39:39,467","01:39:39,818",ఓయమ్మో,oyammo
2623,"01:39:40,728","01:39:41,458",ఎంత ప్రేమా,yentha premaa
2624,"01:39:42,247","01:39:43,438",వద్దు మామ తెలుసమ్మా,vadhdhu maama thelusammaa
2625,"01:39:43,927","01:39:44,478",నీ Drama,nee Drama
2626,"01:39:45,228","01:39:45,938",హే అమ్మా,he ammaa
2627,"01:39:47,327","01:39:48,418",నువ్వే నా బాబు,nuvve naa baabu
2628,"01:39:48,606","01:39:48,957",బొమ్మా,bommaa
2629,"01:39:51,167","01:39:51,998",యమ్మా యమ్మా,yammaa yammaa
2630,"01:39:53,457","01:39:54,028",నువ్వే నా,nuvve naa
2631,"01:39:54,108","01:39:54,458",మునుమామా,munumaamaa
2632,"01:39:57,087","01:39:57,878",హే బొమ్మా,he bommaa
2633,"01:39:59,518","01:40:00,007",ఇస్తావ్ ఓ,isthaav o
2634,"01:40:00,108","01:40:00,458",చెంకి,chenki
2635,"01:40:00,627","01:40:00,978",చుమ్మా,chummaa
2636,"01:40:03,207","01:40:03,978",జమ జమ్మా,jama jammaa
2637,"01:40:06,237","01:40:07,587",జట్టైపోతాయే జన్మా,jattaipothaaye janmaa
2638,"01:40:33,757","01:40:34,297",నువ్వే నా,nuvve naa
2639,"01:40:34,347","01:40:35,478",Cutie Pie అయిపోదాంమా,Cutie Pie ayipodhaammaa
2640,"01:40:35,887","01:40:36,238",Butterfly,Butterfly
2641,"01:40:36,627","01:40:36,978",చూసేద్దామా,choosedhdhaamaa
2642,"01:40:37,387","01:40:39,137",better high Yo నా Spotify,better high Yo naa Spotify
2643,"01:40:39,648","01:40:42,938",నువ్వే నా జాన్ జిగర్ నువ్వే నా లవ్ బజర్ తాగొద్దు,nuvve naa jaan jigar nuvve naa lav bajar thaagodhdhu
2644,"01:40:43,387","01:40:45,218",ఏ నజర్ Yo Yo నా బాజీగర్,ye najar Yo Yo naa baajeegar
2645,"01:40:45,648","01:40:45,998",నువ్వే,nuvve
2646,"01:40:46,707","01:40:47,498",నా పూల,naa poola
2647,"01:40:47,887","01:40:48,238",తోట,thota
2648,"01:40:48,568","01:40:48,918",నీతోనే,neethone
2649,"01:40:49,768","01:40:50,478",అమ్మ నాన్నలాట,amma naannalaata
2650,"01:40:51,587","01:40:51,938",నీకు,neeku
2651,"01:40:52,307","01:40:52,658",నువ్వు,nuvvu
2652,"01:40:53,087","01:40:53,438",నాకొక,naakoka
2653,"01:40:53,847","01:40:54,198",better,better
2654,"01:40:54,667","01:40:55,018",ఆమా,aamaa
2655,"01:40:57,228","01:40:57,938",హే అమ్మా,he ammaa
2656,"01:40:59,328","01:41:00,438",నువ్వే నా బాబు,nuvve naa baabu
2657,"01:41:00,587","01:41:00,938",బొమ్మా,bommaa
2658,"01:41:03,648","01:41:04,408",యమ్మా యమ్మా,yammaa yammaa
2659,"01:41:05,417","01:41:06,028",నువ్వే నా,nuvve naa
2660,"01:41:06,087","01:41:06,438",మునుమామా,munumaamaa
2661,"01:41:09,207","01:41:09,938",హే బొమ్మా,he bommaa
2662,"01:41:11,518","01:41:11,988",ఇస్తావ్ ఓ,isthaav o
2663,"01:41:12,108","01:41:12,458",చెంకి,chenki
2664,"01:41:12,627","01:41:12,978",చుమ్మా,chummaa
2665,"01:41:15,207","01:41:15,938",జమ జమ్మా,jama jammaa
2666,"01:41:18,237","01:41:19,828",జట్టైపోతాయే జన్మా,jattaipothaaye janmaa
2667,"01:41:21,737","01:41:22,278",నువ్వే నా,nuvve naa
2668,"01:41:22,328","01:41:22,678",Checklist,Checklist
2669,"01:41:23,047","01:41:23,398",Playlist,Playlist
2670,"01:41:24,728","01:41:25,697",నువ్వే నాది,nuvve naadhi
2671,"01:41:25,747","01:41:26,768",Best Dream Guest,Best Dream Guest
2672,"01:41:27,937","01:41:28,568",నీతోనే Life,neethone Life
2673,"01:41:28,688","01:41:30,218",Rest All the Best మామా,Rest All the Best maamaa
2674,"01:41:30,948","01:41:31,298",ఈరోజు,eeroju
2675,"01:41:36,858","01:41:39,158",చెల్లెలి పెళ్లి అంతా నా చేతుల మీదనే జరిగినట్టు Prove చేసుకోవాలి.,chelleli pelli anthaa naa chethula meedhane jariginattu Prove chesukovaali.
2676,"01:41:39,707","01:41:41,018",నువ్వేం చేసినావు రా మీ అక్క పెళ్ళికి,nuvvem chesinaavu raa mee akka pelliki
2677,"01:41:41,368","01:41:41,718",చుట్టాలందరినీ,chuttaalandharinee
2678,"01:41:42,047","01:41:44,738","నేనే Receive చేసుకున్నా అన్న ఆహా! నీకు అన్ని వరుసలు తెలుసు అక్క,","nene Receive chesukunnaa anna aahaa! neeku anni varusalu thelusu akka,"
2679,"01:41:44,828","01:41:45,988","బావ, పిన్ని, అత్తమ్మ","baava, pinni, aththamma"
2680,"01:41:46,728","01:41:47,478",Great రా నువ్వు.,Great raa nuvvu.
2681,"01:41:48,007","01:41:49,828",నువ్వేం చేసినావు రా నేను Water పోసినా అన్న,nuvvem chesinaavu raa nenu Water posinaa anna
2682,"01:41:50,268","01:41:51,587",నువ్వు రా నేను కూడా Water పోసినా అన్న,nuvvu raa nenu koodaa Water posinaa anna
2683,"01:41:52,787","01:41:55,657",నేను కూడా Water పోస్తా రా అయితే అన్న అన్న అన్న అన్న Water పోసినందుకు,nenu koodaa Water posthaa raa ayithe anna anna anna anna Water posinandhuku
2684,"01:41:55,707","01:41:58,198",మాత్రాన చెల్లి పెళ్లి మొత్తం నీ చేతుల మీద అయినట్టు కాదు అన్న మరి,maathraana chelli pelli moththam nee chethula meedha ayinattu kaadhu anna mari
2685,"01:41:58,306","01:42:00,557",ఏం చేయాలి రా ప్రతి పెళ్ళిలో ఒక్కడు ఉంటాడు అన్న,yem cheyaali raa prathi pellilo okkadu untaadu anna
2686,"01:42:00,738","01:42:02,498",అన్ని పనులు వాడే చేస్తున్నట్టు హడావిడి చేస్తుంటాడు.,anni panulu vaade chesthunnattu hadaavidi chesthuntaadu.
2687,"01:42:02,877","01:42:04,478",అవసరం ఉన్నా లేకపోయినా అందరినీ తిడుతుంటాడు.,avasaram unnaa lekapoyinaa andharinee thiduthuntaadu.
2688,"01:42:05,467","01:42:06,778",వాడిని గనక నువ్వు Dominate చేశావంటే,vaadini ganaka nuvvu Dominate cheshaavante
2689,"01:42:07,167","01:42:09,518",పెళ్లి మొత్తం నీ చేతుల మీద అయినట్టు ఉంటుంది ఎక్కడున్నాడు వాడు,pelli moththam nee chethula meedha ayinattu untundhi yekkadunnaadu vaadu
2690,"01:42:09,568","01:42:09,918",మరి,mari
2691,"01:42:12,948","01:42:14,667",అరేయ్! నువ్వేం చేస్తున్నావ్ రా అరేయ్! ఈ పెళ్లి పనులకి రిచ్చెకో,arey! nuvvem chesthunnaav raa arey! ee pelli panulaki richheko
2692,"01:42:15,007","01:42:15,198",Sir త్వరగా,Sir thvaragaa
2693,"01:42:15,988","01:42:18,018",అదిగో దొరికింది అన్న పెళ్ళిలో హడావిడి చేసేటోడు,adhigo dhorikindhi anna pellilo hadaavidi chesetodu
2694,"01:42:18,268","01:42:20,337",అరేయ్! ఎటుకెళ్లావ్ సుభద్రమ్మ గారి అడిగి చూడు ఇస్తే.,arey! yetukellaav subhadhramma gaari adigi choodu isthe.
2695,"01:42:21,047","01:42:22,377",అరేయ్! ఇటు రా అన్న ఉన్నా,arey! itu raa anna unnaa
2696,"01:42:23,097","01:42:23,648",వంటలయ్యాయా Sweet,vantalayyaayaa Sweet
2697,"01:42:23,707","01:42:24,878",మాత్రం Ready కావాలన్నా అరేయ్!,maathram Ready kaavaalannaa arey!
2698,"01:42:25,148","01:42:27,438",నిన్నటి Sweet ఏంట్రా త్వరగా Ready చేయమను Sir అన్ని Sir అన్ని అన్ని,ninnati Sweet yentraa thvaragaa Ready cheyamanu Sir anni Sir anni anni
2699,"01:42:27,488","01:42:28,717",పనులు నేనే చేసుకోవాల్సి వస్తుంది.,panulu nene chesukovaalsi vasthundhi.
2700,"01:42:47,858","01:42:49,508",అరేయ్ అరేయ్! చిత్ర వస్తుంది నేను వెళ్తున్నా.,arey arey! chithra vasthundhi nenu velthunnaa.
2701,"01:42:50,387","01:42:50,747",అరేయ్,arey
2702,"01:42:51,547","01:42:51,918",అరేయ్! ఎట్లారా,arey! yetlaaraa
2703,"01:42:52,188","01:42:54,177",Dominate చేయడం అంటే నాకు తెలియదు లేదు లేదు అన్న వాడు ఏం చెప్తే,Dominate cheyadam ante naaku theliyadhu ledhu ledhu anna vaadu yem chepthe
2704,"01:42:54,228","01:42:56,818",అది నువ్వు మళ్ళీ చెప్పే హంగామా చేయండి సరిపోతుంది అంతేనా అంతే సరే,adhi nuvvu mallee cheppe hangaamaa cheyandi saripothundhi anthenaa anthe sare
2705,"01:42:56,868","01:42:57,218",వస్తా,vasthaa
2706,"01:42:57,898","01:42:58,467",All the best అన్న,All the best anna
2707,"01:42:59,427","01:43:00,218",అరేయ్! ఇటు రా.,arey! itu raa.
2708,"01:43:00,948","01:43:01,557",ఏంట్రా ఇది,yentraa idhi
2709,"01:43:01,787","01:43:02,498",ఎంతసేపు రా,yenthasepu raa
2710,"01:43:02,768","01:43:03,118",మొగపెళ్ళిళ్ళు,mogapellillu
2711,"01:43:03,238","01:43:04,478",ఉన్నారు రా మొగపెళ్ళిళ్ళు ఉన్నప్పుడు,unnaaru raa mogapellillu unnappudu
2712,"01:43:04,887","01:43:06,167",మీరు పై పైనది పెట్టండి రా Rice,meeru pai painadhi pettandi raa Rice
2713,"01:43:06,648","01:43:08,387",అర్థమైందా? లోపల Ghee Ghee Ghee Ghee,arthamaindhaa? lopala Ghee Ghee Ghee Ghee
2714,"01:43:09,047","01:43:10,018",Aluminium వచ్చేదాక పెట్టమాకండి,Aluminium vachhedhaaka pettamaakandi
2715,"01:43:10,307","01:43:10,658",అర్థమైందా?,arthamaindhaa?
2716,"01:43:10,847","01:43:11,207",వెళ్ళా వెళ్ళా,vellaa vellaa
2717,"01:43:11,667","01:43:12,978",రేయ్! పై పైనా పెట్టండి రా Rice,rey! pai painaa pettandi raa Rice
2718,"01:43:13,488","01:43:15,847",ఈయన చెప్పినట్టు Ghee Ghee Aluminium పెట్టాము అనుకో ఇంక అవటే,eeyana cheppinattu Ghee Ghee Aluminium pettaamu anuko inka avate
2719,"01:43:16,887","01:43:19,018",బంగారం పెట్టాము సరిపోదు వాళ్ళకి ఇంక Aluminium కూడా పెడదామా?,bangaaram pettaamu saripodhu vaallaki inka Aluminium koodaa pedadhaamaa?
2720,"01:43:20,188","01:43:21,547",బుద్ధి లేదు నీకు వాడికి పో,budhdhi ledhu neeku vaadiki po
2721,"01:43:23,188","01:43:24,488",అరేయ్! నేను చెప్పింది అదే కదరా,arey! nenu cheppindhi adhe kadharaa
2722,"01:43:24,908","01:43:27,898",అరేయ్! ఇటు రా ఇటు రా అన్న ఉన్నా కాదు రా రా కూరగాయలు ఏమున్నాయి?,arey! itu raa itu raa anna unnaa kaadhu raa raa kooragaayalu yemunnaayi?
2723,"01:43:28,247","01:43:29,377",పాలకూర ఉందా? పాలకూర ఉందా?,paalakoora undhaa? paalakoora undhaa?
2724,"01:43:30,648","01:43:32,087",సొరకాయలు ఉన్నాయా? సొరకాయ సొరకాయ Important,sorakaayalu unnaayaa? sorakaaya sorakaaya Important
2725,"01:43:33,587","01:43:33,938",ఊ..,oo..
2726,"01:43:40,503","01:43:42,394",చేయ్ చేయ్ చేయ్ చేయ్ చేయ్ సూపార్,chey chey chey chey chey soopaar
2727,"01:43:43,304","01:43:43,654",సూపర్,soopar
2728,"01:43:44,243","01:43:44,384",అరే,are
2729,"01:43:44,904","01:43:45,514",చిత్ర గారు,chithra gaaru
2730,"01:43:45,724","01:43:46,074",ఎప్పుడొచ్చారండి,yeppudochhaarandi
2731,"01:43:46,243","01:43:46,754",నేను చూసుకోలేదు,nenu choosukoledhu
2732,"01:43:47,043","01:43:47,394",ఔ,au
2733,"01:43:48,283","01:43:50,413",చెల్లెలి పెళ్లి మొత్తం నా చేతుల మీదనే జరిగిపోవాలి కదా టెన్షన్,chelleli pelli moththam naa chethula meedhane jarigipovaali kadhaa tenshan
2734,"01:43:50,463","01:43:52,094",లో చూసుకోలేదు మీరు రండి మనం వెళ్దాం.,lo choosukoledhu meeru randi manam veldhaam.
2735,"01:43:58,703","01:43:58,944",అమ్మో,ammo
2736,"01:43:59,543","01:44:01,294",అసలు అన్ని పనులు నేనే దగ్గరుండి చూసుకోవాలండి,asalu anni panulu nene dhaggarundi choosukovaalandi
2737,"01:44:04,793","01:44:05,663",హాయ్ హాయ్,haay haay
2738,"01:44:08,353","01:44:09,323",ఆ ఆపిల్,aa aapil
2739,"01:44:09,373","01:44:10,014",ఆపిల్ ఆపిల్ తీసి పక్కకి,aapil aapil theesi pakkaki
2740,"01:44:11,384","01:44:12,314",ఆ అక్షింతలు అక్షింతలు,aa akshinthalu akshinthalu
2741,"01:44:15,823","01:44:15,984",ఆ,aa
2742,"01:44:17,023","01:44:17,514",ఆరటిపండు ఆరటిపండు,aaratipandu aaratipandu
2743,"01:44:17,564","01:44:17,914",ఆరటిపండు,aaratipandu
2744,"01:44:18,384","01:44:18,963",నువ్వే చెప్పురా,nuvve cheppuraa
2745,"01:44:19,844","01:44:22,014",నేను చెప్పిందే చెప్పి పని చేస్తున్నట్టు యాక్టింగ్ అంతా,nenu cheppindhe cheppi pani chesthunnattu yaakting anthaa
2746,"01:44:22,444","01:44:22,794",ఏందో,yendho
2747,"01:44:23,243","01:44:24,703",పంతులు మంచిగా చెప్పి పూజ ఓకే నా,panthulu manchigaa cheppi pooja oke naa
2748,"01:44:25,413","01:44:26,283",ఆ మామ,aa maama
2749,"01:44:26,344","01:44:27,934",పెద్దమ్మని పిలువు ఫోటో తీస్తారు తిరురా,pedhdhammani piluvu photo theesthaaru thiruraa
2750,"01:44:31,413","01:44:32,823",బిర్కించినవ్ కదరా,birkinchinav kadharaa
2751,"01:44:37,184","01:44:38,533",పిలువు కోమలి పిలువు,piluvu komali piluvu
2752,"01:44:39,163","01:44:39,984",మీ పెద్దమ్మని పిలువు,mee pedhdhammani piluvu
2753,"01:44:41,473","01:44:41,953",పిలుస్తున్నా ఉమ్,pilusthunnaa um
2754,"01:44:42,003","01:44:42,583",పిలువు కోమలి,piluvu komali
2755,"01:44:45,363","01:44:46,414",నీకు ఇప్పుడు ఇవన్నీ నచ్చుతున్నాయి,neeku ippudu ivannee nachhuthunnaayi
2756,"01:44:46,604","01:44:46,954",కదా,kadhaa
2757,"01:44:47,463","01:44:47,814",అల్లుడు,alludu
2758,"01:44:48,184","01:44:49,173",కోడలు పెద్దమ్మ,kodalu pedhdhamma
2759,"01:44:49,484","01:44:49,833",పిలువు,piluvu
2760,"01:44:51,353","01:44:51,943",రేయ్ హెల్ప్,rey helpa్
2761,"01:44:51,993","01:44:54,904",చేయండ్రా అగో పెద్దమ్మ అగో పెద్దమ్మ అక్కడ అక్కడ పెద్దమ్మ అరేరేరే,cheyandraa ago pedhdhamma ago pedhdhamma akkada akkada pedhdhamma arerere
2762,"01:44:55,264","01:44:56,354",అదిగోండి మా పెద్దమ్మ నింగిసరి నింగిసరి,adhigondi maa pedhdhamma ningisari ningisari
2763,"01:44:57,484","01:44:59,134",తెలుసురా చిన్నగా ఉన్నప్పుడు నుండి పెంచిన ఆమెని,thelusuraa chinnagaa unnappudu nundi penchina aameni
