index,start_time,end_time,speaker,original_telugu,transliteration,Actors
3890,"02:06:40,685","02:06:40,975",speaker_16,సార్.,saar.,
3891,"02:06:41,046","02:06:41,396",speaker_24,లేనోడెలా,lenodelaa,
3892,"02:06:41,586","02:06:41,936",speaker_24,ఉంటాడురా?,untaaduraa?,
3893,"02:06:42,185","02:06:42,936",speaker_16,ఉన్నాడు సార్.,unnaadu saar.,
3894,"02:06:43,166","02:06:44,476",speaker_16,అది చెప్పడానికి వచ్చే నేను ఇక్కడ ఇరుక్కుపోయాను.,adhi cheppadaaniki vachhe nenu ikkada irukkupoyaanu.,
3895,"02:06:45,305","02:06:45,655",speaker_24,అంటే,ante,
3896,"02:06:46,086","02:06:46,896",speaker_24,ఒకేలా ఇద్దరున్నారంటావ్.,okelaa idhdharunnaarantaav.,
3897,"02:06:47,475","02:06:47,826",speaker_16,అమ్మయ్యా.,ammayyaa.,
3898,"02:06:48,286","02:06:48,916",speaker_16,ఇప్పటికి మీకర్థమైంది,ippatiki meekarthamaindhi,
3899,"02:06:49,065","02:06:49,416",speaker_16,సార్.,saar.,
3900,"02:06:49,666","02:06:50,655",speaker_24,అంటే వీళ్ళ father ఒకడేనా?,ante veella father okadenaa?,
3901,"02:06:50,886","02:06:51,496",speaker_16,కాదు సార్.,kaadhu saar.,
3902,"02:06:51,845","02:06:52,195",speaker_24,పోనీ,ponee,
3903,"02:06:52,466","02:06:53,095",speaker_24,mother ఒకరేనా?,mother okarenaa?,
3904,"02:06:53,145","02:06:54,735",speaker_16,కాదు సార్. కానీ mother tongue ఒకటే సార్.,kaadhu saar. kaanee mother tongue okate saar.,
3905,"02:06:54,786","02:06:55,536",speaker_24,Tongue పీకేస్తా.,Tongue peekesthaa.,
3906,"02:06:56,246","02:06:56,936",speaker_24,"father లు వేరు,","father lu veru,",
3907,"02:06:57,195","02:06:57,876",speaker_24,mother లు వేరు.,mother lu veru.,
3908,"02:06:58,345","02:06:58,695",speaker_24,అటువంటప్పుడు,atuvantappudu,
3909,"02:06:58,826","02:06:59,865",speaker_24,ఇద్దరూ ఒకేలా ఎలా ఉంటార్రా?,idhdharoo okelaa yelaa untaarraa?,
3910,"02:06:59,926","02:07:00,896",speaker_16,అయ్యో ఉన్నారు సార్.,ayyo unnaaru saar.,
3911,"02:07:01,145","02:07:01,876",speaker_24,నేను నమ్మను.,nenu nammanu.,
3912,"02:07:02,586","02:07:03,396",speaker_24,మీరు కూడా నమ్మకండి.,meeru koodaa nammakandi.,
3913,"02:07:03,605","02:07:03,966",speaker_16,ఆ.,aa.,
3914,"02:07:04,305","02:07:05,065",speaker_24,Proof లు ఉంటేగాని,Proof lu untegaani,
3915,"02:07:05,286","02:07:05,876",speaker_24,తేనె నమ్మొద్దు.,thene nammodhdhu.,
3916,"02:07:06,006","02:07:08,215",speaker_16,Proof లేండి సార్ proof లు. మీరేమన్నా జిల్లా Judge ఆ?,Proof lendi saar proof lu. meeremannaa jillaa Judge aa?,
3917,"02:07:08,265","02:07:09,166",speaker_16,మీరో పెద్ద don అంతే.,meero pedhdha don anthe.,
3918,"02:07:09,765","02:07:10,615",speaker_24,don లు కూడా,don lu koodaa,
3919,"02:07:10,765","02:07:11,536",speaker_24,proof లు కావాలిరా.,proof lu kaavaaliraa.,
3920,"02:07:11,886","02:07:12,755",speaker_24,ఉంటే చెప్పండి నమ్ముతా.,unte cheppandi nammuthaa.,
3921,"02:07:12,805","02:07:13,516",speaker_16,Proof లంటే-,Proof lante-,
3922,"02:07:15,525","02:07:15,876",speaker_24,ఆ.,aa.,
3923,"02:07:17,506","02:07:18,346",speaker_16,ఆ. తా తా తా.,aa. thaa thaa thaa.,
3924,"02:07:19,845","02:07:20,816",speaker_16,లోపలికి బాగానే వచ్చేసావ్.,lopaliki baagaane vachhesaav.,
3925,"02:07:21,046","02:07:21,796",speaker_16,problem ఏమీ రాలేదుగా.,problem yemee raaledhugaa.,
3926,"02:07:22,966","02:07:24,336",speaker_24,అందరూ నన్ను చూసి నువ్వు అనుకుంటున్నారు.,andharoo nannu choosi nuvvu anukuntunnaaru.,
3927,"02:07:24,746","02:07:25,556",speaker_24,problem ఏం వస్తుంది?,problem yem vasthundhi?,
3928,"02:07:25,865","02:07:26,216",speaker_16,పోనీలే.,poneele.,
3929,"02:07:26,586","02:07:27,216",speaker_16,"అన్నట్టు రేయ్,","annattu rey,",
3930,"02:07:27,445","02:07:28,155",speaker_16,ఆ బాబా గాడికి,aa baabaa gaadiki,
3931,"02:07:28,466","02:07:29,516",speaker_16,ఇంకో గంటలో డబ్బులు వస్తున్నాయట.,inko gantalo dabbulu vasthunnaayata.,
3932,"02:07:29,886","02:07:31,076",speaker_16,అప్పుడు వాడు ఆ laptop on చేస్తాడు.,appudu vaadu aa laptop on chesthaadu.,
3933,"02:07:31,985","02:07:33,776",speaker_24,అయితే వాడు ఆ laptop on చేసే time కి,ayithe vaadu aa laptop on chese time ki,
3934,"02:07:33,926","02:07:34,975",speaker_24,మనం వాణ్ని divert చెయ్యాలి.,manam vaanni divert cheyyaali.,
3935,"02:07:35,025","02:07:35,985",speaker_16,దానికి నేనేం చెయ్యాలి?,dhaaniki nenem cheyyaali?,
3936,"02:07:36,265","02:07:37,076",speaker_24,నీ girlfriend ఎక్కడుంది?,nee girlfriend yekkadundhi?,
3937,"02:07:37,286","02:07:38,336",speaker_16,ఈ Kolkata లోనే చచ్చింది.,ee Kolkata lone chachhindhi.,
3938,"02:07:38,706","02:07:39,715",speaker_24,నా girlfriend కూడా ఇక్కడే ఉంది.,naa girlfriend koodaa ikkade undhi.,
3939,"02:07:39,765","02:07:40,956",speaker_16,ఇప్పుడు వాళ్ళిద్దరూ ఎందుకురా మనకి?,ippudu vaallidhdharoo yendhukuraa manaki?,
3940,"02:07:41,506","02:07:41,856",speaker_24,చెప్తా.,chepthaa.,
3941,"02:07:45,395","02:07:45,956",speaker_16,చెప్పురా పేరు,cheppuraa peru,
3942,"02:07:46,006","02:07:46,356",speaker_16,శాస్త్రి.,shaastha్ri.,
3943,"02:07:46,525","02:07:46,876",speaker_24,"బాబా,","baabaa,",
3944,"02:07:47,145","02:07:47,756",speaker_24,నేనొక important,nenoka important,
3945,"02:07:47,886","02:07:48,436",speaker_24,news పట్టా.,news pattaa.,
3946,"02:07:48,805","02:07:50,095",speaker_24,"phone లో చెప్పనా, అక్కడికి వచ్చి చెప్పనా?","phone lo cheppanaa, akkadiki vachhi cheppanaa?",
3947,"02:07:50,166","02:07:51,076",speaker_16,వస్తే నువ్వు ఇరుక్కుదుముతావ్.,vasthe nuvvu irukkudhumuthaav.,
3948,"02:07:51,466","02:07:52,215",speaker_16,అక్కడి నుంచే చెప్పు.,akkadi nunche cheppu.,
3949,"02:07:52,265","02:07:53,615",speaker_24,వాళ్ళు కవల పిల్లలట బాబా.,vaallu kavala pillalata baabaa.,
3950,"02:07:53,926","02:07:54,276",speaker_16,ఆ.,aa.,
3951,"02:07:54,525","02:07:56,026",speaker_24,ఆ ముసలది hospital లోనే మార్చేసిందట.,aa musaladhi hospital lone maarchesindhata.,
3952,"02:07:56,706","02:07:57,056",speaker_24,అగ్రహారంలో,agrahaaramlo,
3953,"02:07:57,286","02:07:59,016",speaker_24,ఉన్న మన agents ద్వారా ఇప్పుడే news వచ్చింది.,unna mana agents dhvaaraa ippude news vachhindhi.,
3954,"02:07:59,286","02:08:00,115",speaker_16,సూపర్ రా.,soopar raa.,
3955,"02:08:00,765","02:08:02,056",speaker_16,ఈ proof చాలురా వాణ్ని లేపేయడానికి.,ee proof chaaluraa vaanni lepeyadaaniki.,
3956,"02:08:02,826","02:08:03,516",speaker_16,నువ్వు phone పెట్టెయ్.,nuvvu phone pettey.,
3957,"02:08:04,105","02:08:04,736",speaker_16,ధనరాజు గారు.,dhanaraaju gaaru.,
3958,"02:08:06,345","02:08:06,996",speaker_24,బాబా గారు.,baabaa gaaru.,
3959,"02:08:08,386","02:08:09,136",speaker_43,మళ్ళీ ఏంటయ్యా?,mallee yentayyaa?,
3960,"02:08:09,426","02:08:10,976",speaker_24,"ఆ ధనరాజు గారు, మా గురువుగారు కలిసి","aa dhanaraaju gaaru, maa guruvugaaru kalisi",
3961,"02:08:11,345","02:08:11,695",speaker_24,మేమిద్దరమని,memidhdharamani,
3962,"02:08:12,025","02:08:13,655",speaker_24,అదే పనిగా అందరికీ ప్రచారం చేస్తున్నారండి.,adhe panigaa andharikee prachaaram chesthunnaarandi.,
3963,"02:08:14,426","02:08:17,356",speaker_24,"ఈ మాట ఆ నోటా, ఈ నోటా పాకి ఆ Major చెవిలో పడిందే అనుకోండి,","ee maata aa notaa, ee notaa paaki aa Major chevilo padindhe anukondi,",
3964,"02:08:17,645","02:08:18,576",speaker_24,మొదటకే మోసం వచ్చేస్తుంది.,modhatake mosam vachhesthundhi.,
3965,"02:08:19,065","02:08:19,416",speaker_43,అవునయ్యా.,avunayyaa.,
3966,"02:08:20,265","02:08:21,316",speaker_43,నాకు గుండె తడ వచ్చేస్తోంది.,naaku gunde thada vachhesthondhi.,
3967,"02:08:22,046","02:08:22,936",speaker_43,పోనీ ఇద్దర్నీ చంపేద్దామంటే,ponee idhdharnee champedhdhaamante,
3968,"02:08:23,666","02:08:25,456",speaker_43,అందరికీ లేనిపోని doubts వస్తాయని ఆలోచిస్తున్నా.,andharikee leniponi doubts vasthaayani aalochisthunnaa.,
3969,"02:08:25,765","02:08:26,636",speaker_24,వీళ్ళ నోళ్ళు మూయించాలంటే,veella nollu mooyinchaalante,
3970,"02:08:27,305","02:08:28,546",speaker_24,మేమిద్దరం ఉన్నామని మీరే ఒప్పేసుకోండి.,memidhdharam unnaamani meere oppesukondi.,
3971,"02:08:28,966","02:08:29,836",speaker_43,"ఆ, నేను ఒప్పుకోను.","aa, nenu oppukonu.",
3972,"02:08:30,206","02:08:31,056",speaker_43,వాడు అసలోడిని తెమ్మంటే,vaadu asalodini themmante,
3973,"02:08:31,215","02:08:31,855",speaker_43,ఎక్కడి నుంచి తేను?,yekkadi nunchi thenu?,
3974,"02:08:31,905","02:08:32,256",speaker_24,తేలక్కర్లేదు,thelakkarledhu,
3975,"02:08:32,485","02:08:33,036",speaker_24,బాబా గారు.,baabaa gaaru.,
3976,"02:08:33,386","02:08:34,776",speaker_24,మేమిద్దరం కవల పిల్లలమని చెప్పండి.,memidhdharam kavala pillalamani cheppandi.,
3977,"02:08:35,086","02:08:37,876",speaker_24,చిన్నప్పుడే మా బామ్మ hospital లో మా ఇద్దర్నీ వేరు చేసిందని చెప్పండి.,chinnappude maa baamma hospital lo maa idhdharnee veru chesindhani cheppandi.,
3978,"02:08:38,145","02:08:39,236",speaker_24,అప్పుడు ఇద్దరం Major పిల్లలమైపోతాంగా.,appudu idhdharam Major pillalamaipothaangaa.,
3979,"02:08:39,865","02:08:40,216",speaker_24,ఆలోచించండి.,aalochinchandi.,
3980,"02:08:40,506","02:08:42,615",speaker_43,"Fantastic story. అప్పుడిక్కడ నువ్వుంటే ఏంటి,","Fantastic story. appudikkada nuvvunte yenti,",
3981,"02:08:42,666","02:08:43,215",speaker_43,వాడుంటే ఏంటి?,vaadunte yenti?,
3982,"02:08:43,265","02:08:43,845",speaker_24,బాబా గారు,baabaa gaaru,
3983,"02:08:44,930","02:08:45,350",speaker_44,బాబా గారు,baabaa gaaru,
3984,"02:08:46,329","02:08:46,680",speaker_44,ఓహో,oho,
3985,"02:08:47,430","02:08:48,480",speaker_44,ఇతగాడు కూడా ఇక్కడే ఉన్నాడా,ithagaadu koodaa ikkade unnaadaa,
3986,"02:08:49,210","02:08:49,609",speaker_44,మంచిదే,manchidhe,
3987,"02:08:50,270","02:08:50,750",speaker_44,బాబా గారు,baabaa gaaru,
3988,"02:08:51,229","02:08:53,140",speaker_44,నేను వీళ్ళు ఇద్దరూ అని చెప్తే మీరు నమ్మలేదు కదు,nenu veellu idhdharoo ani chepthe meeru nammaledhu kadhu,
3989,"02:08:53,310","02:08:53,829",speaker_44,కానీ వీళ్ళు-,kaanee veellu-,
3990,"02:08:53,880","02:08:54,210",speaker_45,వీళ్ళిద్దరే,veellidhdhare,
3991,"02:08:54,909","02:08:55,329",speaker_45,ఇద్దరే,idhdhare,
3992,"02:08:56,329","02:08:57,220",speaker_44,అంటే మీకు తెలిసిపోయిందా,ante meeku thelisipoyindhaa,
3993,"02:08:57,810","02:08:58,560",speaker_45,మీకు తెలియాల్సింది,meeku theliyaalsindhi,
3994,"02:08:58,890","02:08:59,240",speaker_45,ఇంకొకటుంది.వీళ్ళిద్దరూ,inkokatundhi.veellidhdharoo,
3995,"02:09:00,470","02:09:01,069",speaker_45,కవల పిల్లలు,kavala pillalu,
3996,"02:09:01,210","02:09:01,350",speaker_44,ఆహ్,aah,
3997,"02:09:01,909","02:09:03,980",speaker_45,చిన్నప్పుడే వీడి బామ్మ హాస్పిటల్ లో వీళ్ళని వేరు చేసింది.,chinnappude veedi baamma haaspital lo veellani veru chesindhi.,
3998,"02:09:04,289","02:09:05,050",speaker_44,మరి హాస్పిటల్ బాబా గారు-,mari haaspital baabaa gaaru-,
3999,"02:09:05,109","02:09:06,039",speaker_45,ఏదో ఒక హాస్పిటల్ ఏ వయ్యా,yedho oka haaspital ye vayyaa,
4000,"02:09:07,159","02:09:07,750",speaker_45,సో వీళ్ళ,so veella,
4001,"02:09:07,810","02:09:09,420",speaker_45,mother same వీళ్ళ father same,mother same veella father same,
4002,"02:09:09,590","02:09:10,520",speaker_45,ఇద్దరూ మేజర్ కొడుకులే,idhdharoo mejar kodukule,
4003,"02:09:11,050","02:09:12,109",speaker_44,అప్పుడిక్కడ ఎవరుంటే ఏంటి,appudikkada yevarunte yenti,
4004,"02:09:12,770","02:09:13,560",speaker_45,బట్టు ఈ-,battu ee-,
4005,"02:09:13,750","02:09:14,170",speaker_44,పదా,padhaa,
4006,"02:09:14,689","02:09:15,069",speaker_44,పదా,padhaa,
4007,"02:09:17,739","02:09:18,869",speaker_45,వీడు వాడు,veedu vaadu,
4008,"02:09:19,250","02:09:19,569",speaker_44,యావయ్యా,yaavayyaa,
4009,"02:09:19,630","02:09:19,980",speaker_45,ఆహ్,aah,
4010,"02:09:20,310","02:09:20,850",speaker_44,నాకు ఒక doubt,naaku oka doubt,
4011,"02:09:21,329","02:09:23,029",speaker_44,అసలు ఈ బాబా గాడు original ఏ అంటావా?,asalu ee baabaa gaadu original ye antaavaa?,
4012,"02:09:23,090","02:09:23,660",speaker_45,ఏయ్ పంతులు,yey panthulu,
4013,"02:09:23,810","02:09:25,220",speaker_45,కొత్త tension లు పెట్టొద్దు పదా,koththa tension lu pettodhdhu padhaa,
4014,"02:09:25,390","02:09:25,579",speaker_44,పదా,padhaa,
4015,"02:09:36,839","02:09:37,510",speaker_45,ఆ fifty,aa fifty,
4016,"02:09:37,590","02:09:38,940",speaker_45,percent money మా account లోకి వచ్చేసింది.,percent money maa account loki vachhesindhi.,
4017,"02:09:39,210","02:09:40,890",speaker_44,మళ్ళీ మీ good time start అయిపోయింది బాబా గారు,mallee mee good time start ayipoyindhi baabaa gaaru,
4018,"02:09:41,329","02:09:41,430",speaker_17,నర్సి,narsi,
4019,"02:09:41,390","02:09:41,740",speaker_45,ఏయ్,yey,
4020,"02:09:42,069","02:09:43,359",speaker_45,మళ్ళీ ఏదో కొత్త tension వచ్చినట్టుంది,mallee yedho koththa tension vachhinattundhi,
4021,"02:09:43,409","02:09:43,689",speaker_17,నర్సి,narsi,
4022,"02:09:43,770","02:09:44,120",speaker_44,ఏయ్,yey,
4023,"02:09:44,260","02:09:45,350",speaker_44,ఏయ్ ఆ పనులకే సాయి బాహర్ జావ,yey aa panulake saayi baahar jaava,
4024,"02:09:45,630","02:09:47,140",speaker_17,ముందు నర్సి ని పిలువు పిలువు,mundhu narsi ni piluvu piluvu,
4025,"02:09:47,819","02:09:48,250",speaker_45,ఏయ్ ఏయ్,yey yey,
4026,"02:09:48,300","02:09:48,600",speaker_45,ఏంటి ఈ news,yenti ee news,
4027,"02:09:48,670","02:09:49,900",speaker_17,నర్సి ఎలా ఉన్నావ్,narsi yelaa unnaav,
4028,"02:09:50,170","02:09:50,770",speaker_44,ఎవరమ్మాయ్ నువ్వు,yevarammaay nuvvu,
4029,"02:09:51,130","02:09:51,700",speaker_17,నన్ను మర్చిపోయావా,nannu marchipoyaavaa,
4030,"02:09:52,369","02:09:52,920",speaker_17,నేను నందుని.వీళ్ళు,nenu nandhuni.veellu,
4031,"02:09:53,640","02:09:54,460",speaker_17,నీకేదైనా మందు పెట్టారా,neekedhainaa mandhu pettaaraa,
4032,"02:09:54,710","02:09:55,640",speaker_44,ఏమిటా అప్రస్తుత మాటలు,yemitaa aprasthutha maatalu,
4033,"02:09:55,930","02:09:57,399",speaker_44,మందు పూసుకోవడం మా ఇంటా వంటా లేదు తెలుసా,mandhu poosukovadam maa intaa vantaa ledhu thelusaa,
4034,"02:09:57,810","02:09:58,500",speaker_45,ఇప్పుడు ఇరుక్కుంటాడు,ippudu irukkuntaadu,
4035,"02:09:58,670","02:09:58,890",speaker_45,వీడు,veedu,
4036,"02:09:58,949","02:09:59,300",speaker_44,ఎలా,yelaa,
4037,"02:10:00,609","02:10:02,060",speaker_45,చెప్తే ఏం పీకుతున్నావ్ కాబట్టి,chepthe yem peekuthunnaav kaabatti,
4038,"02:10:02,369","02:10:02,649",speaker_45,చూడు,choodu,
4039,"02:10:03,529","02:10:04,109",speaker_44,ఏయ్ ఎవరు నువ్వు,yey yevaru nuvvu,
4040,"02:10:04,310","02:10:05,160",speaker_17,నేను ఎవరైతే నీకేంటి,nenu yevaraithe neekenti,
4041,"02:10:05,529","02:10:06,130",speaker_17,అసలు నువ్వెవరు,asalu nuvvevaru,
4042,"02:10:06,210","02:10:06,329",speaker_44,ఆహ్,aah,
4043,"02:10:07,470","02:10:08,280",speaker_17,నువ్వెందుకు ఇక్కడున్నావ్,nuvvendhuku ikkadunnaav,
4044,"02:10:08,850","02:10:09,840",speaker_17,ఏంటి నర్సి ఇదంతా,yenti narsi idhanthaa,
4045,"02:10:13,399","02:10:13,880","speaker_44, speaker_17",చందు నా,chandhu naa,
4046,"02:10:13,930","02:10:15,380",speaker_17,boyfriend మీద చెయ్యేస్తాను కాలేస్తాను,boyfriend meedha cheyyesthaanu kaalesthaanu,
4047,"02:10:15,670","02:10:16,420",speaker_17,అడగడానికి నువ్వెవరు,adagadaaniki nuvvevaru,
4048,"02:10:16,770","02:10:17,120",speaker_18,boyfriend,boyfriend,
4049,"02:10:17,470","02:10:17,820",speaker_18,ఆ,aa,
4050,"02:10:18,189","02:10:19,300",speaker_18,ఇతను నా కాబోయే husband,ithanu naa kaaboye husband,
4051,"02:10:19,470","02:10:19,750",speaker_18,ఏ,ye,
4052,"02:10:19,810","02:10:20,160",speaker_17,చంపుతా,champuthaa,
4053,"02:10:20,829","02:10:22,510",speaker_17,నా boyfriend ని పట్టుకొని నీ husband అంటావా,naa boyfriend ni pattukoni nee husband antaavaa,
4054,"02:10:22,609","02:10:22,960",speaker_18,ఏయ్,yey,
4055,"02:10:23,229","02:10:24,020",speaker_18,ఏంటే ఎక్కువ మాట్లాడుతున్నావ్,yente yekkuva maatlaaduthunnaav,
4056,"02:10:24,630","02:10:25,400",speaker_18,పళ్ళు రాలిపోతాయి,pallu raalipothaayi,
4057,"02:10:25,710","02:10:26,850",speaker_17,నోరు మూయ్ ఛీ నోరు మూయ్,noru mooy chee noru mooy,
4058,"02:10:26,989","02:10:27,680",speaker_18,ఏంటే వాగుతున్నావ్,yente vaaguthunnaav,
4059,"02:10:27,869","02:10:28,599",speaker_17,నువ్వేంటే వాగుతున్నావ్,nuvvente vaaguthunnaav,
4060,"02:10:28,649","02:10:28,859",speaker_45,చూప్,choop,
4061,"02:10:30,390","02:10:31,510",speaker_45,ఇక్కడ scene create చేయొద్దు,ikkada scene create cheyodhdhu,
4062,"02:10:32,029","02:10:32,620",speaker_45,నిజం తెలుసుకోకుండా,nijam thelusukokundaa,
4063,"02:10:32,850","02:10:33,200",speaker_45,కొట్టుకోవద్దు,kottukovadhdhu,
4064,"02:10:33,909","02:10:34,470",speaker_18,ఏంటా నిజం,yentaa nijam,
4065,"02:10:36,889","02:10:37,599",speaker_45,రేయ్ ఇటు,rey itu,
4066,"02:10:37,649","02:10:37,770",speaker_45,రా,raa,
4067,"02:10:38,270","02:10:38,729",speaker_44,నన్నా sir,nannaa sir,
4068,"02:10:38,810","02:10:39,850",speaker_45,నిన్నే రా రా రా,ninne raa raa raa,
4069,"02:10:40,369","02:10:40,590",speaker_45,రా,raa,
4070,"02:10:42,010","02:10:42,590",speaker_44,ఏంటి sir,yenti sir,
4071,"02:10:42,689","02:10:45,480",speaker_45,ఇందాకటి నుంచి నాకు చెప్తున్నావే సోది ఆ సోది ఏదో వీళ్ళకి చెప్పు,indhaakati nunchi naaku chepthunnaave sodhi aa sodhi yedho veellaki cheppu,
4072,"02:10:47,670","02:10:49,399",speaker_44,ఆ అమ్మాయి కళ్ళలోకి చూసి నేను మాట్లాడలేను sir,aa ammaayi kallaloki choosi nenu maatlaadalenu sir,
4073,"02:10:49,449","02:10:49,550",speaker_45,ఆహ్,aah,
4074,"02:10:50,250","02:10:51,120",speaker_44,ఆ అమ్మాయిని నేను ప్రేమించాను,aa ammaayini nenu preminchaanu,
4075,"02:10:51,289","02:10:51,439",speaker_44,sir,sir,
4076,"02:10:52,789","02:10:52,890",speaker_45,ఆ,aa,
4077,"02:10:52,800","02:10:53,210",speaker_44,అవును sir,avunu sir,
4078,"02:10:53,850","02:10:54,759",speaker_44,ఆ కథ చెప్తాను వింటారా,aa katha chepthaanu vintaaraa,
4079,"02:10:54,909","02:10:55,599",speaker_45,నిన్ను చంపేస్తాను,ninnu champesthaanu,
4080,"02:10:56,149","02:10:56,800",speaker_45,ఇప్పుడే చెప్పేస్తాను.నీ,ippude cheppesthaanu.nee,
4081,"02:10:57,409","02:10:58,140",speaker_45,ప్రేమకథ రాకొద్దు,premakatha raakodhdhu,
4082,"02:10:58,689","02:10:59,590",speaker_45,ఆ కవల పిల్లల కథ చెప్పు,aa kavala pillala katha cheppu,
4083,"02:10:59,670","02:10:59,770",speaker_44,ఆ,aa,
4084,"02:11:00,350","02:11:00,700",speaker_45,చెప్పు,cheppu,
4085,"02:11:02,109","02:11:02,430",speaker_44,చందు,chandhu,
4086,"02:11:02,930","02:11:03,640",speaker_44,అసలు ఏం జరిగిందంటే.అది,asalu yem jarigindhante.adhi,
4087,"02:11:29,409","02:11:30,000",speaker_44,చందు జరిగింది,chandhu jarigindhi,
4088,"02:11:30,439","02:11:32,120",speaker_44,అతను కూడా దొరికాక వాళ్ళిద్దరినీ కలిపి పంపించేస్తాడు,athanu koodaa dhorikaaka vaallidhdharinee kalipi pampinchesthaadu,
4089,"02:11:32,550","02:11:33,020",speaker_44,మీరు వెళ్ళండి,meeru vellandi,
4090,"02:11:33,270","02:11:33,620",speaker_45,stop,stop,
4091,"02:11:34,310","02:11:34,660",speaker_45,stop,stop,
4092,"02:11:35,090","02:11:35,440",speaker_45,ఎక్కడికి,yekkadiki,
4093,"02:11:36,109","02:11:36,670",speaker_45,ఎక్కడికి వెళ్తారు,yekkadiki velthaaru,
4094,"02:11:37,369","02:11:37,960",speaker_45,కథ తెలుసుకున్నాకా,katha thelusukunnaakaa,
4095,"02:11:38,729","02:11:39,630",speaker_45,ఎక్కడికి వెళ్ళడానికి వీల్లేదు,yekkadiki velladaaniki veelledhu,
4096,"02:11:39,689","02:11:40,039",speaker_44,అంటే,ante,
4097,"02:11:40,270","02:11:41,320",speaker_44,కథ తెలిసిన వాళ్ళు ఇక్కడ ఇరుక్కుపోవాల్సిందేనా,katha thelisina vaallu ikkada irukkupovaalsindhenaa,
4098,"02:11:41,770","02:11:41,930",speaker_44,sir,sir,
4099,"02:11:42,029","02:11:42,380",speaker_45,అంతే,anthe,
4100,"02:11:42,750","02:11:43,100",speaker_45,ఆ,aa,
4101,"02:11:43,789","02:11:44,740",speaker_45,evening party ఉంది,evening party undhi,
4102,"02:11:45,050","02:11:45,980",speaker_45,enjoy చేయండి,enjoy cheyandi,
4103,"02:12:08,779","02:12:09,470",speaker_44,వీళ్ళందరి దృష్టిలో,veellandhari dhrushtilo,
4104,"02:12:09,529","02:12:10,970",speaker_44,ఒకడు నా దృష్టిలో ఇద్దరు,okadu naa dhrushtilo idhdharu,
4105,"02:15:31,989","02:15:32,680",speaker_47,హే! hot,he! hot,
4106,"02:15:32,840","02:15:33,910",speaker_47,hot నను మోంపుల్లో,hot nanu mompullo,
4107,"02:15:34,699","02:15:35,890",speaker_47,cute cute మెలికుంది.,cute cute melikundhi.,
4108,"02:15:36,979","02:15:37,329",speaker_47,రాత్రిళ్ళ,raathrilla,
4109,"02:15:37,859","02:15:38,630",speaker_47,rainbow లాగా,rainbow laagaa,
4110,"02:15:39,220","02:15:39,570",speaker_47,కొచ్చుకున్నది.,kochhukunnadhi.,
4111,"02:15:40,680","02:15:41,030",speaker_47,హే!,he!,
4112,"02:15:41,600","02:15:42,789",speaker_48,మస్తు మస్తు మగమేషంలో,masthu masthu magameshamlo,
4113,"02:15:43,939","02:15:44,289",speaker_48,ultimate,ultimate,
4114,"02:15:44,699","02:15:45,450",speaker_48,power ఉంది.,power undhi.,
4115,"02:15:46,180","02:15:47,930",speaker_48,రంగు పూల runway లోకి,rangu poola runway loki,
4116,"02:15:48,420","02:15:48,770",speaker_48,లాగుతున్నది.,laaguthunnadhi.,
4117,"02:15:50,420","02:15:50,770",speaker_47,Baby,Baby,
4118,"02:15:51,279","02:15:53,010",speaker_47,నీ పంచదార lips Baby,nee panchadhaara lips Baby,
4119,"02:15:53,579","02:15:55,310",speaker_47,నీ thin మారా hips Baby,nee thin maaraa hips Baby,
4120,"02:15:55,859","02:15:56,470",speaker_47,నీ చుడిదార్,nee chudidhaar,
4121,"02:15:56,680","02:15:57,439",speaker_47,hooks ఆ,hooks aa,
4122,"02:15:57,850","02:15:58,130",speaker_47,ఆ ఆ ఆ,aa aa aa,
4123,"02:15:59,750","02:16:00,670",speaker_48,Baby నువ్,Baby nuv,
4124,"02:16:00,720","02:16:02,170",speaker_48,పెంచుకున్న face Baby,penchukunna face Baby,
4125,"02:16:02,680","02:16:03,310",speaker_48,నీ పేరుకున్న,nee perukunna,
4126,"02:16:03,579","02:16:04,470",speaker_48,praise Baby,praise Baby,
4127,"02:16:05,000","02:16:05,610",speaker_48,నీ పంచుకున్న,nee panchukunna,
4128,"02:16:05,859","02:16:06,659",speaker_48,force ఆ ఆ,force aa aa,
4129,"02:16:08,720","02:16:08,820",speaker_48,ఆ ఆ,aa aa,
4130,"02:16:08,810","02:16:09,610",speaker_47,అస్సలాం వాలెకుం,assalaam vaalekum,
4131,"02:16:10,119","02:16:11,910",speaker_47,అస్ అస్ అస్ అస్సలాం వాలెకుం,as as as assalaam vaalekum,
4132,"02:16:12,420","02:16:13,650",speaker_47,అస్ అస్ అస్ అస్సలాం,as as as assalaam,
4133,"02:16:13,840","02:16:14,190",speaker_47,వాలెకుం,vaalekum,
4134,"02:16:14,399","02:16:14,750",speaker_47,అస్సలాం,assalaam,
4135,"02:16:15,020","02:16:18,230",speaker_47,వాలెకుం అబ్సలా నిన్ను చూసి heart beat ఏ అదుర్స్,vaalekum absalaa ninnu choosi heart beat ye adhurs,
4136,"02:16:19,279","02:16:19,380",speaker_47,అ,a,
4137,"02:16:20,159","02:16:20,539",speaker_47,అ అ అదుర్స్,a a adhurs,
4138,"02:16:22,199","02:16:22,789",speaker_48,ఏయ్ అస్సలాం,yey assalaam,
4139,"02:16:22,979","02:16:23,329",speaker_48,వాలెకుం,vaalekum,
